"SPE号","ATM数据","百分比","适配层/百分比例","VPI/VCI","承载格式","协议/端口","比例","主要IP","主要用户"
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 015E","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10838016字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 015C","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10899456字节, 比例：4.53%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 0158","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10862592字节, 比例：4.51%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 0153","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10819584字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 015A","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10834944字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 015F","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10810368字节, 比例：4.49%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 0156","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10816512字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 0157","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10816512字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 015D","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10819584字节, 比例：4.50%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL1数量: 27271296字节, 比例: 97.27%","0000: 0155","(2013-1-1)AAL1的单时隙(带CAS)信号承载话音类型PCM U律",""," 数量：10871808字节, 比例：4.52%","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 0976; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1232616字节, 比例：17.72% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 06C4; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1226768字节, 比例：17.63% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 0975; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1234944字节, 比例：17.75% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 0976; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1232616字节, 比例：17.72% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 06C4; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1226768字节, 比例：17.63% ","",""
"STM-1 SPE(155M)","有效数据","AAL数量: 28037150字节, 比例: 0.20%","AAL2数量: 765854字节, 比例: 2.73%","0000: 0975; CID编号: 11","(2013-1-1)标准AAL2; CID承载业务G729","","数量：1234944字节, 比例：17.75% ","",""
"STM-1 SPE(155M)","空信元","空信元数量: 5119790134字节, 比例: 37.26%","","","","","","",""
"STM-1 SPE(155M)","无效数据","其他元数量: 8593593414字节, 比例: 62.54%","","","","","","",""
